user_id,datetime,day_of_week,game_type,category,is_resolved,selected_answer,correct_answer,wrong_type,student_profile,question_id,reaction_time,repeat_count
11,2025-07-19 18:30:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_06,4.77,3
11,2025-07-23 17:27:00,Wednesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_07,3.08,3
11,2025-07-23 17:27:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_04,9.21,2
11,2025-07-24 21:17:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,6.51,3
11,2025-07-24 21:17:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_07,5.3,3
11,2025-07-27 17:50:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_09,7.43,4
11,2025-07-27 17:50:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_10,7.43,4
12,2025-06-03 20:14:00,Tuesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_05,2.66,1
12,2025-06-05 17:45:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_06,9.75,1
12,2025-06-05 17:45:00,Thursday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_01,3.26,1
12,2025-06-07 17:48:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_08,9.03,1
12,2025-06-07 17:48:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_02,7.02,1
12,2025-06-11 18:25:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_08,2.65,1
12,2025-06-12 20:13:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,9.61,1
12,2025-06-13 19:03:00,Friday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_09,4.64,1
12,2025-06-14 21:25:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_03,5.31,1
12,2025-06-16 20:30:00,Monday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_10,7.86,1
12,2025-06-16 20:30:00,Monday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_01,6.7,1
12,2025-06-17 21:57:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,5.4,1
12,2025-06-19 18:43:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_05,4.77,1
12,2025-06-19 18:43:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,6.42,1
12,2025-06-20 21:23:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_03,2.89,1
12,2025-06-20 21:23:00,Friday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_10,4.47,1
12,2025-06-21 20:50:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_01,6.09,1
12,2025-06-21 20:50:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_07,9.97,1
12,2025-06-22 17:48:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_06,6.33,2
12,2025-06-22 17:48:00,Sunday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_08,6.21,2
12,2025-06-24 18:37:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_04,8.14,2
12,2025-06-29 18:40:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,6.43,2
12,2025-06-29 18:40:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_07,6.42,2
12,2025-06-30 18:19:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_02,9.77,1
12,2025-07-02 21:50:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_09,9.77,2
12,2025-07-05 19:53:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_08,5.13,1
12,2025-07-06 18:05:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_09,7.8,2
12,2025-07-07 20:19:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_10,4.25,2
12,2025-07-10 21:28:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_06,6.4,2
12,2025-07-11 18:44:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_10,8.74,3
12,2025-07-13 20:23:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_01,4.19,3
12,2025-07-14 21:46:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_02,8.86,3
12,2025-07-16 20:50:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_03,9.15,1
12,2025-07-16 20:50:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_04,7.92,2
12,2025-07-17 19:07:00,Thursday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_05,2.65,2
12,2025-07-21 21:12:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_03,2.6,4
12,2025-07-24 20:34:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,9.81,4
12,2025-07-25 21:56:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_07,9.37,2
12,2025-07-26 19:45:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_06,5.4,2
12,2025-07-26 19:45:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_01,2.71,3
12,2025-07-28 20:51:00,Monday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_05,2.53,2
13,2025-06-03 18:08:00,Tuesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_08,9.38,1
13,2025-06-05 18:44:00,Thursday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_06,2.2,1
13,2025-06-05 18:44:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_02,3.24,1
13,2025-06-07 18:26:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,3.95,1
13,2025-06-07 18:26:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_07,6.23,1
13,2025-06-08 18:12:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_10,7.34,1
13,2025-06-08 18:12:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_07,8.02,1
13,2025-06-09 19:36:00,Monday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_08,9.98,1
13,2025-06-09 19:36:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,3.68,1
13,2025-06-11 21:30:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_09,2.91,1
13,2025-06-11 21:30:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_03,6.04,1
13,2025-06-12 21:40:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_04,9.85,1
13,2025-06-12 21:40:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_01,3.18,1
13,2025-06-15 21:44:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_02,7.86,2
13,2025-06-16 18:51:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_10,2.12,1
13,2025-06-16 18:51:00,Monday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_09,4.96,1
13,2025-06-17 18:35:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_10,2.73,2
13,2025-06-17 18:35:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_01,9.93,1
13,2025-06-19 17:58:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_05,4.63,2
13,2025-06-19 17:58:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_03,7.23,1
13,2025-06-20 17:37:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_04,2.91,1
13,2025-06-20 17:37:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,4.62,2
13,2025-06-22 21:04:00,Sunday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_01,2.86,2
13,2025-06-25 19:59:00,Wednesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_06,3.45,2
13,2025-06-25 19:59:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_07,8.0,2
13,2025-06-27 17:48:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_06,6.86,2
13,2025-06-28 17:18:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_02,3.17,2
13,2025-06-28 17:18:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_03,4.71,2
13,2025-06-29 20:58:00,Sunday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_04,2.43,3
13,2025-07-01 18:28:00,Tuesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_07,4.83,2
13,2025-07-02 17:03:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_02,3.97,1
13,2025-07-04 21:17:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_08,9.31,3
13,2025-07-08 18:25:00,Tuesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_05,8.38,1
13,2025-07-12 21:00:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_06,2.06,3
13,2025-07-13 17:52:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_03,7.23,2
13,2025-07-13 17:52:00,Sunday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_09,3.05,3
13,2025-07-15 20:58:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_04,8.78,2
13,2025-07-18 18:50:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_05,4.02,2
13,2025-07-19 21:18:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_06,3.41,2
13,2025-07-19 21:18:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_10,7.58,3
13,2025-07-22 19:48:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_07,3.16,2
13,2025-07-25 20:50:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_01,9.83,4
13,2025-07-27 20:05:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_08,5.42,2
13,2025-07-28 21:02:00,Monday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_07,5.03,1
13,2025-07-28 21:02:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_08,6.68,3
14,2025-06-06 19:07:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,8.52,1
14,2025-06-07 18:48:00,Saturday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_09,9.39,1
14,2025-06-08 19:35:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_10,8.87,1
14,2025-06-08 19:35:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_01,4.05,1
14,2025-06-12 17:13:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,3.32,1
14,2025-06-13 19:38:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_02,7.91,1
14,2025-06-13 19:38:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_03,6.46,1
14,2025-06-14 17:33:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_09,3.68,1
14,2025-06-14 17:33:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_09,9.45,1
14,2025-06-17 18:34:00,Tuesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_10,7.67,1
14,2025-06-20 17:20:00,Friday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_01,9.61,1
14,2025-06-21 21:28:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_10,8.62,1
14,2025-06-21 21:28:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_02,9.34,1
14,2025-06-24 19:30:00,Tuesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_04,2.81,1
14,2025-06-26 17:04:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,2.77,2
14,2025-06-27 17:13:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_06,8.51,2
14,2025-06-28 17:30:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_01,3.64,1
14,2025-06-28 17:30:00,Saturday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_07,5.98,2
14,2025-07-02 21:53:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_08,7.61,3
14,2025-07-02 21:53:00,Wednesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,5.41,2
14,2025-07-04 18:23:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_10,4.21,3
14,2025-07-04 18:23:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_01,4.13,3
14,2025-07-07 21:18:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_02,9.1,1
14,2025-07-07 21:18:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_03,8.46,1
14,2025-07-11 21:35:00,Friday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_03,7.38,1
14,2025-07-11 21:35:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_02,2.75,2
14,2025-07-12 17:41:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_03,4.73,1
14,2025-07-13 17:28:00,Sunday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_04,3.59,2
14,2025-07-13 17:28:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,2.67,2
14,2025-07-14 20:02:00,Monday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_03,8.12,2
14,2025-07-14 20:02:00,Monday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_04,7.69,4
14,2025-07-15 19:23:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,2.2,4
14,2025-07-15 19:23:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_05,4.55,2
14,2025-07-18 18:17:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_04,7.62,1
14,2025-07-19 19:28:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_06,4.72,3
14,2025-07-20 20:39:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_06,6.9,2
14,2025-07-21 17:57:00,Monday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_07,3.85,3
14,2025-07-21 17:57:00,Monday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_08,6.12,4
14,2025-07-22 21:55:00,Tuesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_05,6.31,1
14,2025-07-22 21:55:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_07,2.53,2
14,2025-07-23 17:48:00,Wednesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_08,9.82,2
14,2025-07-23 17:48:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_06,3.23,2
14,2025-07-25 18:59:00,Friday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_07,5.37,2
14,2025-07-26 18:08:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_08,3.65,3
14,2025-07-26 18:08:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,3.31,3
14,2025-07-28 20:47:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_05,7.08,2
15,2025-06-05 21:33:00,Thursday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_09,2.71,1
15,2025-06-05 21:33:00,Thursday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_09,4.41,1
15,2025-06-07 17:30:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_10,6.61,1
15,2025-06-07 17:30:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_10,2.36,1
15,2025-06-08 18:27:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_01,2.01,1
15,2025-06-11 21:05:00,Wednesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_02,3.63,1
15,2025-06-13 21:07:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_03,10.0,1
15,2025-06-13 21:07:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_01,4.76,1
15,2025-06-14 21:09:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_04,4.66,2
15,2025-06-14 21:09:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_10,4.72,1
15,2025-06-16 19:32:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_01,4.9,1
15,2025-06-17 18:36:00,Tuesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_06,3.05,1
15,2025-06-19 21:50:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,6.41,1
15,2025-06-21 19:23:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_02,8.16,1
15,2025-06-21 19:23:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_03,6.98,1
15,2025-06-22 19:27:00,Sunday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_03,9.27,2
15,2025-06-24 20:17:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_04,2.48,1
15,2025-06-25 17:13:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_04,5.61,2
15,2025-06-25 17:13:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_07,5.26,1
15,2025-06-26 21:38:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_08,7.89,1
15,2025-06-27 18:50:00,Friday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_05,8.92,2
15,2025-06-27 18:50:00,Friday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_05,3.51,2
15,2025-06-29 17:09:00,Sunday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_06,3.42,3
15,2025-06-29 17:09:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_06,8.32,2
15,2025-07-01 18:46:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_07,9.45,3
15,2025-07-02 17:15:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_07,8.98,3
15,2025-07-02 17:15:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_08,8.11,3
15,2025-07-03 20:21:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_05,2.01,1
15,2025-07-05 21:26:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_09,8.01,1
15,2025-07-05 21:26:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_10,2.19,4
15,2025-07-08 18:08:00,Tuesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_06,7.84,2
15,2025-07-08 18:08:00,Tuesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_07,4.68,2
15,2025-07-09 20:36:00,Wednesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_08,6.99,2
15,2025-07-10 21:43:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,9.31,3
15,2025-07-10 21:43:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_09,8.98,2
15,2025-07-15 19:25:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_10,7.06,2
15,2025-07-15 19:25:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_08,8.89,3
15,2025-07-16 19:13:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_01,3.75,1
15,2025-07-19 18:31:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_09,8.96,3
15,2025-07-19 18:31:00,Saturday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_01,3.66,2
15,2025-07-21 20:00:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_10,9.93,2
15,2025-07-22 21:50:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,3.3,2
15,2025-07-23 17:33:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_02,5.71,4
15,2025-07-23 17:33:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_10,7.13,1
15,2025-07-24 21:28:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_03,3.64,3
15,2025-07-24 21:28:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_01,4.96,2
15,2025-07-26 20:32:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_01,4.93,2
15,2025-07-27 18:03:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_02,9.9,2
16,2025-06-04 20:40:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_03,3.04,1
16,2025-06-04 20:40:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_04,4.75,1
16,2025-06-05 18:00:00,Thursday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_03,7.98,1
16,2025-06-07 19:02:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,8.97,1
16,2025-06-11 18:22:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_05,8.49,1
16,2025-06-11 18:22:00,Wednesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_06,4.49,1
16,2025-06-13 20:30:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_07,5.12,2
16,2025-06-16 21:03:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,6.06,2
16,2025-06-16 21:03:00,Monday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_09,5.87,1
16,2025-06-17 19:48:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,8.78,1
16,2025-06-17 19:48:00,Tuesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_06,5.28,1
16,2025-06-18 18:32:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_10,8.71,2
16,2025-06-20 21:29:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_07,2.41,2
16,2025-06-24 19:38:00,Tuesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_04,5.55,1
16,2025-06-28 17:54:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_08,3.62,1
16,2025-06-29 19:44:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_09,9.78,2
16,2025-06-29 19:44:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_10,6.08,1
16,2025-06-30 18:33:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_02,3.86,1
16,2025-07-01 20:24:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_01,4.64,3
16,2025-07-02 18:08:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_05,4.81,1
16,2025-07-02 18:08:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_01,8.2,2
16,2025-07-04 21:37:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_02,6.66,1
16,2025-07-06 21:28:00,Sunday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_06,5.72,1
